module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
My Cloud(Upload Project),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,My Cloud(Upload Project),ollama,High risk due to Major bug in Editor Core module
Timeline(Main tool Menu),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Timeline(Main tool Menu),ollama,"Major bug in critical functionality of Editor Core module, may cause significant data loss"
Permission,UI & Settings,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Permission,ollama,"Critical issues in Permission module can lead to security vulnerabilities, therefore it is highly detectable but moderately impactful"
Recent Task,Launcher,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Recent Task,ollama,"A critical bug in the Recent Task module of the Launcher could have a significant impact on user experience and functionality, making it easily detectable."
Outro Template[new templates for 9/E](1377073657251104506),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,307.0,307.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Outro Template[new templates for 9/E](1377073657251104506),ollama,"Potential data loss or corruption due to incorrect outro template usage, moderate detection difficulty"
Outro Template[new templates for 9/E](1377073656437409506),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,307.0,307.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Outro Template[new templates for 9/E](1377073656437409506),ollama,Potential for incorrect template usage due to new feature implementation
Outro Template[new templates for 9/E](1377073656168974042),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,307.0,307.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Outro Template[new templates for 9/E](1377073656168974042),ollama,"The presence of a new template may introduce unintended changes to the outro, potentially affecting the user experience and requiring manual review."
My Voices(Voice Clone),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,My Voices(Voice Clone),ollama,"Critical issues in voice clone technology could compromise user privacy and security, making it detectable through sensitive data exposure or voice mismatch."
Auto Edit(Crop & Range),Editor Core,8,45,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,4.5,0.0,0.0,0.0,0.0,0.0,4,5,3,2,30,Q3 - Test Second,Auto Edit(Crop & Range),ollama,"The Auto Edit module has a significant impact due to its critical functionality, but its detectability is low due to the limited number of critical bugs (1 out of 8) and high automation catch rate (0.000)"
Halloween Credit Page,UI & Settings,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Halloween Credit Page,ollama,"Major bug in critical UI component, potential for significant user experience impact"
Opening Intro(Neon Titles),Launcher,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Opening Intro(Neon Titles),ollama,"Critical bug in Launcher module could have significant impact on user experience, but might be difficult to detect."
NewTimeline(Minimize tracks),Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,NewTimeline(Minimize tracks),ollama,"Potential data loss due to minimize tracks feature. User may unintentionally delete tracks from the timeline, causing loss of work."
NewTimeline(PiP behavior),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,NewTimeline(PiP behavior),ollama,"Critical bug in Editor Core module can impact user experience, but may not be immediately noticeable."
Launcher(Zoom mode)(iPhone 16),Launcher,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher(Zoom mode)(iPhone 16),ollama,"Critical functionality is not impacted, but user experience may be affected due to Zoom mode on iPhone 16, and manual testing is required to detect potential issues."
GAI(Credit System),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,19.0,19.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,GAI(Credit System),ollama,"Major bug found in critical UI component of GAI(Credit System) module, potentially affecting user experience and data integrity."
Image to Video (French Kiss/Romantic Lift/Sexy Me/Muscling/Route Beauty/Tropical Bloom),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Image to Video (French Kiss/Romantic Lift/Sexy Me/Muscling/Route Beauty/Tropical Bloom),ollama,"Potential issues with AI-powered image-to-video conversion features may impact video quality and user experience, but are likely to be detectable through automated testing."
Talking Avatar(Text Script),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Talking Avatar(Text Script),ollama,"The Talking Avatar module, responsible for text-to-speech functionality in AI Features, has a high impact on user experience due to its critical role in conversational interfaces. However, its detectability is moderate as its errors may not be immediately apparent, requiring some investigation to identify the issue."
Flurry Log(produce_with_shortcuts -> Speech_enhance),Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Flurry Log(produce_with_shortcuts -> Speech_enhance),ollama,Regression bug with major impact due to enhancement in Speech_enhance module
Auto Edit(Travel 02),Editor Core,10,47,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,38.7,10.0,0.0,0.0,0.0,0.0,0.0,3,5,3,2,30,Q3 - Test Second,Auto Edit(Travel 02),ollama,"High impact due to module's critical function in editing travel information, but moderate detectability due to lack of test cases and automation"
Intro/Outro(Color Board),Text & Captions,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Intro/Outro(Color Board),ollama,"Failure to display correct color scheme may lead to user confusion, which is critical for a visually-oriented application like color board. However, detecting this issue through automated testing may be challenging due to the subjective nature of color perception."
Image to Video (Romantic Lift/Sweet Proposal/Sexy Me/Body Shake/Route Beauty/Tropical Bloom),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Image to Video (Romantic Lift/Sweet Proposal/Sexy Me/Body Shake/Route Beauty/Tropical Bloom),ollama,Potential data corruption or altered video output due to faulty image-to-video processing
Timeline(Main Track),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Timeline(Main Track),ollama,"High impact due to potential data loss or corruption in the main track timeline, moderately detectable through user feedback and error reporting."
IAP(Subscriber),IAP,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,IAP(Subscriber),ollama,"Major bug in IAP(Subscriber) module can lead to financial loss for the subscriber, but is easily detectable due to automated testing"
Speed (Super Slow Motion),Editor Core,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Speed (Super Slow Motion),ollama,Potential for user frustration and loss of productivity due to significantly slow playback speed in editor.
Menu> Send Feedback,UI & Settings,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Menu> Send Feedback,ollama,"Major bug in critical UI module that affects user experience, high risk of user dissatisfaction"
Title(Yellow_11),Text & Captions,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Title(Yellow_11),ollama,"High impact due to Major bug, but low detectability due to lack of automation"
Image to Video(Recommendation),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,146.0,146.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Image to Video(Recommendation),ollama,"Major bug in AI feature with high impact, but high detectability due to automation and manual review"
More,UI & Settings,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,More,ollama,"High impact due to major bug, high detectability due to UI issue"
Video Enhance (Demo page),Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Video Enhance (Demo page),ollama,Major bug in Video Enhance (Demo page) module with high impact but moderate detectability
Mixpanel(shortcut),Analytics,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Mixpanel(shortcut),ollama,"High impact due to its role in analytics, but low detectability due to potential for silent data corruption"
Recent Projects(More),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Recent Projects(More),ollama,"High impact due to 1 major bug and 0 critical bugs, but detectability is high due to low automation catch rate"
Setting,UI & Settings,6,27,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.5,0.5,1.8333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,2,5,3,2,30,Q3 - Test Second,Setting,ollama,"The Setting module has a relatively high risk due to the presence of 5 major bugs, indicating potential usability issues, but its impact is moderate due to its category being UI & Settings, and it has a low critical bug count. The low regression rate and automation catch rate indicate that these bugs are less likely to be missed or re-emerge in the future."
Music (Personal Library),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Music (Personal Library),ollama,"Potential data loss or corruption in music library, major bug with moderate impact"
My Cloud (Upload Media),Cloud,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,My Cloud (Upload Media),ollama,Data loss due to upload failure is critical and may not be easily detected.
Launcher(Christmas),Launcher,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher(Christmas),ollama,"The bug in the Launcher module could cause significant delays for users trying to access the Christmas feature, but it's likely to be easily detectable by users and automated testing."
Recent Task(See All),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,47.0,47.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Recent Task(See All),ollama,"The Recent Task module, categorized under Editor Core, has a major bug (1/1) but no critical ones. The regression rate is 0, indicating no past issues have recurred. Automation catch rate is also 0, indicating no automated tests have caught this issue yet."
Music(Talkling Avatar),Audio,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Music(Talkling Avatar),ollama,"The audio bug in the Music(Talkling Avatar) module could result in incorrect music being played or not at all, which would be frustrating for users, but it's relatively easy to identify the issue."
Shortcut(AI Anime Video)(CS002834455),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Shortcut(AI Anime Video)(CS002834455),ollama,"Potential for incorrect or misleading AI-generated video content, which could impact user experience and trust in the application."
AI Music Generator(History),Audio,10,55,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.5,0.5,44.111111111111114,28.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,AI Music Generator(History),ollama,"High risk due to significant impact on audio quality and numerous major bugs, but low detectability due to lack of automated testing and rare regression rate."
Music(Free),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Music(Free),ollama,"High impact due to regression bug in critical audio module, detectability moderate due to lack of automation"
Launcher[iPhone 15 Plus/17.1.2],Launcher,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher[iPhone 15 Plus/17.1.2],ollama,Potential data loss due to launcher malfunction on iPhone 15 Plus with iOS 17.1.2
Master video - Audio,Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Master video - Audio,ollama,Potential audio module bug with significant impact on video playback
Launcher [JPN],Launcher,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher [JPN],ollama,"Major bug detected in Launcher module, potentially affecting user experience."
IAP(credit/B/C version),UI & Settings,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,IAP(credit/B/C version),ollama,"Potential IAP issues may impact user experience, but are likely to be detected and reported by users"
Main Toolbar(Effect),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Main Toolbar(Effect),ollama,Potential for major bugs in the Main Toolbar's functionality due to its critical role in the application.
Opening Intro,Launcher,78,380,4,64,10,0,0,2,0,14,1,0,0,0,0,0,0,0,5,0,0,0.0128,0.0,0.5,0.5,21.819444444444443,3.0,0.0,0.0,0.0,0.0,0.0,5,5,2,3,30,Q3 - Test Second,Opening Intro,ollama,"The module is a critical part of the launcher, but the risk of introducing bugs is relatively low due to the low regression rate and automation catch rate."
Image to Video(Slow Twerk),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Image to Video(Slow Twerk),ollama,"Potential failure to convert images to video in the 'Slow Twerk' module could significantly impact AI feature functionality, but might be difficult to detect due to lack of clear error messages."
Shortcut(Ai Anime Video),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Shortcut(Ai Anime Video),ollama,"Regression bug in AI Anime Video feature may have significant impact on user experience, but may be difficult to detect due to the complexity of AI-generated content."
MGT(Text Selector),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,322.0,322.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,MGT(Text Selector),ollama,Potential data loss or incorrect information displayed due to incorrect text selection
App icon,UI & Settings,4,25,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.75,7.5,0.0,0.0,0.0,0.0,0.0,1,5,2,3,30,Q3 - Test Second,App icon,ollama,"Potential for app icon issues to affect user experience and functionality, but may not be immediately noticeable due to existing features and design."
Menu(Produced Videos),Export & Output,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Menu(Produced Videos),ollama,"Potential data loss due to incorrect video export settings, difficult to miss since it directly affects user experience."
Send Feedback (AI Issues),UI & Settings,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Send Feedback (AI Issues),ollama,"Users may not be able to report AI-related issues, impacting overall product quality and user satisfaction."
Shortcut(Auto Caption)(Pop3),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Shortcut(Auto Caption)(Pop3),ollama,High risk due to high number of critical bugs and high regression rate
Projects (My Cloud),Editor Core,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Projects (My Cloud),ollama,"Assuming moderate impact due to potential data loss or corruption, and high detectability due to clear error messages and user feedback."
Mixpanel(Auto Caption),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Mixpanel(Auto Caption),ollama,Major bug in a critical feature (captions) with a moderate impact
Super Slow Motion - Edit page,Editor Core,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Super Slow Motion - Edit page,ollama,Potential for user frustration and loss of productivity due to slow motion editing capabilities
Mixpanel (Timeline),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Mixpanel (Timeline),ollama,"The Mixpanel Timeline feature in the Editor Core has a major bug (1) with a high impact (5), as it is used by developers to track user engagement and behavior, and a bug in this feature can significantly affect user experience and product decisions."
What's New(Holiday Template),Text & Captions,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,What's New(Holiday Template),ollama,"High impact due to critical bug, moderate detectability due to lack of automation and low regression rate"
Text to Image / AI Art,AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Text to Image / AI Art,ollama,"The AI Art module's high impact is due to the potential for biased or inaccurate image generation, which could lead to negative consequences. Its relatively low detectability is because the issues may not be immediately apparent, requiring manual inspection to identify."
Motion(In motion),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Motion(In motion),ollama,Potential crash due to incorrect motion calculation
Launcher(Shortcut - Image Enhancer)[CHT/CHS],Enhance & Fix,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher(Shortcut - Image Enhancer)[CHT/CHS],ollama,"Potential for major bug in Launcher(Shortcut - Image Enhancer) module, high detectability due to manual testing"
Launcher [RUS],Launcher,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Launcher [RUS],ollama,"Major bug in critical module, high probability of detection due to automated testing"
Text(Gold_18_new_arrivals),Text & Captions,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,12.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,Text(Gold_18_new_arrivals),ollama,Potential for incorrect text formatting in new arrivals section may impact user experience
Project (Produce Video),Editor Core,5,16,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.5,0.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,Project (Produce Video),ollama,Potential for video quality issues or loss of critical editing functionality
Replace Background,Background & Cutout,5,18,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,2,5,3,2,30,Q3 - Test Second,Replace Background,ollama,"Possible data corruption or loss due to incorrect background replacement, moderately detectable through manual testing and visual inspection."
PiP Motion,Visual Effects,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,PiP Motion,ollama,Potential visual effects bug in PiP Motion module could significantly impact user experience
Cutout(Image),Background & Cutout,4,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,Cutout(Image),ollama,"Potential cutout errors in images could lead to incorrect object removal, impacting user experience, but might not be immediately noticeable due to similar background images."
"Plain Text""53,59,60"" Title, Cool Effect",Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,"Plain Text""53,59,60"" Title, Cool Effect",ollama,Potential for text formatting issues due to incorrect character codes.
Shortcut(AI Anime Video)[CHT\CHS],AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,5,3,30,Q3 - Test Second,Shortcut(AI Anime Video)[CHT\CHS],ollama,"The AI Anime Video feature has a major bug, indicating a moderate impact and relatively low detectability due to its automated nature."
Super Slow Motion/AI Video Upscaler(Recent Task),Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,347.0,347.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Super Slow Motion/AI Video Upscaler(Recent Task),ollama,"Critical bug detected in AI Video Upscaler module, impacting video editing performance"
Text to image[ENU],AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,2,30,Q3 - Test Second,Text to image[ENU],ollama,"Potential for AI-generated images to be used for malicious purposes, such as deepfakes or misinformation. Detectability is moderate as some anomalies may be noticeable, but AI-generated images can be difficult to distinguish from real ones."
Text(Colorful),Text & Captions,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2,5,3,2,30,Q3 - Test Second,Text(Colorful),ollama,"Module Text(Colorful) has a moderate to high impact due to 3 total bugs, including 1 critical and 2 major bugs, indicating a potential issue with text and captions functionality."
Project page,Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,79.0,79.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,30,Q3 - Test Second,Project page,ollama,Potential for data loss or corruption due to editor core functionality
"Shortcut, Trim",Shortcut,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,5,3,2,30,Q3 - Test Second,"Shortcut, Trim",ollama,Potential for data loss or incorrect trimming due to shortcuts functionality.
"Timeline, PIP, Photo, Video",Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Timeline, PIP, Photo, Video",ollama,
